0.5 	31970.2
0.515152 	31152.9
0.530303 	30335.7
0.545455 	29518.4
0.560606 	28254.6
0.575758 	26799.5
0.590909 	25344.4
0.606061 	24080.3
0.621212 	23102.8
0.636364 	22125.2
0.651515 	21176.8
0.666667 	20491.1
0.681818 	19805.4
0.69697 	19119.7
0.712121 	18584.1
0.727273 	18086.1
0.742424 	17588
0.757576 	17152.3
0.772727 	16778.9
0.787879 	16405.5
0.80303 	16049.1
0.818182 	15761
0.833333 	15472.8
0.848485 	15184.7
0.863636 	14950.4
0.878788 	14722.2
0.893939 	14493.9
0.909091 	14291.7
0.924242 	14106.8
0.939394 	13922
0.954545 	13746.7
0.969697 	13594
0.984848 	13441.3
1 	13288.5
1.01515 	13157.3
1.0303 	13026
1.04545 	12894.7
1.06061 	12773.9
1.07576 	12657.5
1.09091 	12541.2
1.10606 	12430
1.12121 	12326.6
1.13636 	12223.2
1.15152 	12120.9
1.16667 	12027.8
1.18182 	11934.6
1.19697 	11841.5
1.21212 	11754.6
1.22727 	11669.2
1.24242 	11583.8
1.25758 	11501.3
1.27273 	11421.7
1.28788 	11342.1
1.30303 	11263.4
1.31818 	11187.9
1.33333 	11112.4
1.34848 	11036.9
1.36364 	10963.9
1.37879 	10891.2
1.39394 	10818.5
1.40909 	10746.8
1.42424 	10675.7
1.43939 	10604.7
1.45455 	10533.8
1.4697 	10463.3
1.48485 	10392.8
1.5 	10322.4
1.51515 	10251.6
1.5303 	10180.8
1.54545 	10110
1.56061 	10038.3
1.57576 	9966.25
1.59091 	9894.2
1.60606 	9821.3
1.62121 	9747.1
1.63636 	9672.91
1.65152 	9598.4
1.66667 	9521.1
1.68182 	9443.8
1.69697 	9366.5
1.71212 	9285.91
1.72727 	9204.5
1.74242 	9123.08
1.75758 	9039.07
1.77273 	8952.46
1.78788 	8865.85
1.80303 	8777.99
1.81818 	8685.15
1.83333 	8592.31
1.84848 	8499.47
1.86364 	8400.57
1.87879 	8301.01
1.89394 	8201.44
1.90909 	8098.21
1.92424 	7992.53
1.93939 	7886.86
1.95455 	7796.82
1.9697 	7743.24
1.98485 	7689.67
2 	7636.09
