0.5 	31954.6
0.515152 	31137.8
0.530303 	30321.1
0.545455 	29504.4
0.560606 	28241.5
0.575758 	26787.4
0.590909 	25333.4
0.606061 	24070.1
0.621212 	23093.3
0.636364 	22116.4
0.651515 	21168.7
0.666667 	20483.4
0.681818 	19798.2
0.69697 	19112.9
0.712121 	18577.7
0.727273 	18080
0.742424 	17582.3
0.757576 	17146.9
0.772727 	16773.8
0.787879 	16400.7
0.80303 	16044.6
0.818182 	15756.6
0.833333 	15468.7
0.848485 	15180.8
0.863636 	14946.7
0.878788 	14718.7
0.893939 	14490.6
0.909091 	14288.6
0.924242 	14103.8
0.939394 	13919.1
0.954545 	13744
0.969697 	13591.5
0.984848 	13438.9
1 	13286.3
1.01515 	13155.2
1.0303 	13024
1.04545 	12892.9
1.06061 	12772.2
1.07576 	12656
1.09091 	12539.7
1.10606 	12428.7
1.12121 	12325.4
1.13636 	12222.2
1.15152 	12119.9
1.16667 	12026.9
1.18182 	11933.9
1.19697 	11840.9
1.21212 	11754
1.22727 	11668.8
1.24242 	11583.5
1.25758 	11501.2
1.27273 	11421.6
1.28788 	11342.1
1.30303 	11263.5
1.31818 	11188.1
1.33333 	11112.7
1.34848 	11037.4
1.36364 	10964.5
1.37879 	10892
1.39394 	10819.4
1.40909 	10747.8
1.42424 	10676.8
1.43939 	10605.9
1.45455 	10535.1
1.4697 	10464.7
1.48485 	10394.4
1.5 	10324
1.51515 	10253.3
1.5303 	10182.6
1.54545 	10112
1.56061 	10040.4
1.57576 	9968.49
1.59091 	9896.58
1.60606 	9823.81
1.62121 	9749.75
1.63636 	9675.68
1.65152 	9601.31
1.66667 	9524.15
1.68182 	9446.99
1.69697 	9369.83
1.71212 	9289.39
1.72727 	9208.12
1.74242 	9126.85
1.75758 	9042.99
1.77273 	8956.53
1.78788 	8870.07
1.80303 	8782.37
1.81818 	8689.7
1.83333 	8597.02
1.84848 	8504.34
1.86364 	8405.62
1.87879 	8306.22
1.89394 	8206.83
1.90909 	8103.77
1.92424 	7998.28
1.93939 	7892.78
1.95455 	7802.89
1.9697 	7749.4
1.98485 	7695.91
2 	7642.42
