Date,Open,High,Low,Close,Adj Close,Volume
1996-12-01,10.750000,11.050000,10.350000,10.750000,4.623220,9366500
1997-01-01,10.650000,11.350000,10.300000,10.900000,4.687729,12747500
1997-02-01,10.900000,11.275000,10.500000,10.850000,4.666227,9969000
1997-03-01,10.900000,11.650000,10.650000,11.525000,4.956522,6791500
1997-04-01,11.225000,12.925000,11.150000,12.100000,5.203809,16323500
1997-05-01,12.175000,14.250000,12.075000,12.325000,5.300574,7636000
1997-06-01,12.300000,13.671875,12.175000,13.300000,6.231571,8784000
1997-07-01,13.200000,14.100000,12.550000,12.700000,5.950449,15734500
1997-08-01,12.650000,13.100000,11.500000,11.725000,5.493623,12966500
1997-09-01,12.200000,14.300000,12.000000,13.875000,6.500981,12431500
1997-10-01,14.000000,14.750000,13.250000,14.300000,6.700110,16262000
1997-11-01,14.250000,15.950000,13.834375,14.900000,6.981235,5159500
1997-12-01,15.025000,15.200000,13.975000,15.025000,7.039800,11541000
1998-01-01,14.875000,16.125000,14.200000,15.800000,7.402920,8337500
1998-02-01,16.049999,18.225000,15.950000,17.475000,8.187724,8756500
1998-03-01,17.875000,19.450001,16.950001,19.200001,8.995953,5213500
1998-04-01,18.924999,19.900000,17.750000,19.350000,9.066235,4817500
1998-05-01,19.725000,21.900000,19.325001,21.200001,9.933031,516000
1998-06-01,21.299999,22.200001,20.500000,21.350000,10.516689,4500000
1998-07-01,21.500000,23.450001,20.200001,20.750000,10.221137,8358000
1998-08-01,20.275000,20.725000,17.400000,18.000000,8.866529,10933500
1998-09-01,17.900000,20.549999,17.650000,19.825001,9.765497,6296000
1998-10-01,19.200001,21.450001,17.200001,21.209375,10.447420,17212500
1998-11-01,21.700001,23.950001,18.049999,20.549999,10.122622,5021500
1998-12-01,20.200001,22.000000,19.200001,21.500000,10.590579,17404500
1999-01-01,22.299999,22.700001,18.049999,18.400000,9.063564,5801000
1999-02-01,18.500000,19.400000,17.400000,18.750000,9.235969,5217000
1999-03-01,18.450001,18.975000,16.950001,18.000000,8.866529,5009500
1999-04-01,18.000000,18.900000,16.100000,18.400000,9.063564,4019000
1999-05-01,18.549999,19.750000,14.262500,17.700001,8.718756,4247500
1999-06-01,18.225000,19.075001,15.475000,18.049999,9.438708,3983000
1999-07-01,18.450001,19.600000,14.875000,19.549999,10.223087,4520500
1999-08-01,19.500000,20.000000,19.193750,19.850000,10.379964,4750000
1999-09-01,19.850000,20.400000,18.450001,18.799999,9.830901,5613500
1999-10-01,18.799999,20.049999,18.500000,19.225000,10.053142,6002000
1999-11-01,19.150000,19.549999,17.799999,18.000000,9.412561,6069000
1999-12-01,18.225000,18.450001,17.106251,18.350000,9.595586,10218500
2000-01-01,18.299999,19.334375,14.400000,16.250000,8.497452,8920000
2000-02-01,16.400000,18.500000,13.300000,17.200001,8.994227,8898500
2000-03-01,17.100000,18.400000,14.100000,18.025000,9.425635,8473000
2000-04-01,18.100000,19.000000,16.450001,17.600000,9.203395,4875000
2000-05-01,17.600000,19.674999,14.025000,19.125000,10.000847,4021000
2000-06-01,19.200001,20.275000,18.299999,20.125000,11.182450,5484500
2000-07-01,20.049999,20.900000,19.174999,20.850000,11.585294,3109500
2000-08-01,20.650000,22.200001,20.049999,21.400000,11.890903,3694500
2000-09-01,21.950001,22.100000,20.299999,21.500000,11.946469,3513000
2000-10-01,21.799999,22.000000,19.400000,20.799999,11.557513,7744500
2000-11-01,20.900000,21.900000,20.450001,21.600000,12.002030,5713000
2000-12-01,22.100000,23.475000,19.600000,23.250000,12.918855,3437000
2001-01-01,23.400000,24.000000,19.975000,21.200001,11.779773,6069500
2001-02-01,21.225000,22.140625,20.299999,22.040625,12.246866,6762500
2001-03-01,21.850000,22.350000,19.000000,20.674999,11.488056,4160500
2001-04-01,20.450001,21.500000,20.200001,20.799999,12.378995,3558000
2001-05-01,20.750000,21.400000,20.250000,20.700001,12.319481,2995500
2001-06-01,20.525999,21.639999,20.500000,21.200001,12.617052,3171500
2001-07-01,21.440001,22.152000,20.520000,21.360001,12.712276,3017250
2001-08-01,21.600000,22.600000,20.452000,21.260000,12.652762,3228000
2001-09-01,20.600000,23.799999,16.600000,21.200001,12.617052,4007250
2001-10-01,20.700001,21.760000,19.100000,20.799999,12.378995,6496000
2001-11-01,21.379999,21.540001,20.252001,20.600000,12.259967,5372250
2001-12-01,20.459999,21.500000,19.799999,21.299999,12.676566,4052000
2002-01-01,21.320000,22.400000,16.959999,21.459999,12.771788,5438000
2002-02-01,21.652000,22.400000,20.639999,22.040001,13.116973,6503750
2002-03-01,22.040001,22.639999,20.900000,22.240000,13.236001,9742000
2002-04-01,22.500000,23.700001,22.040001,23.500000,13.985883,8302750
2002-05-01,23.900000,24.920000,23.100000,24.100000,14.552896,6750000
2002-06-01,24.200001,24.480000,22.200001,23.200001,14.009429,6649000
2002-07-01,23.260000,24.420000,18.559999,21.700001,13.103646,6549500
2002-08-01,21.400000,23.040001,20.400000,21.559999,13.019105,5445250
2002-09-01,20.600000,21.920000,20.280001,21.400000,12.922489,4698500
2002-10-01,21.680000,22.660000,20.200001,21.559999,13.019105,8732000
2002-11-01,21.639999,21.931999,20.120001,20.240000,12.222017,8494250
2002-12-01,20.480000,21.400000,19.860001,21.280001,12.850026,8156000
2003-01-01,21.260000,22.200001,19.615999,20.840000,12.584330,7826250
2003-02-01,20.719999,20.927999,16.664000,19.840000,11.980474,9338000
2003-03-01,19.900000,20.299999,17.760000,19.440001,11.738934,9009750
2003-04-01,19.900000,20.840000,19.440001,20.379999,12.576158,5319250
2003-05-01,20.379999,21.280001,20.000000,20.840000,12.860014,6090000
2003-06-01,20.959999,22.280001,19.900000,20.680000,12.761285,12299000
2003-07-01,20.520000,20.799999,19.320000,20.000000,12.341667,11062000
