Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,2.488205,2.551156,2.392123,2.544529,0.754159,174333541
1985-02-01,2.531277,2.683683,2.518024,2.647238,0.784600,154677255
1985-03-01,2.640612,2.793018,2.620733,2.779766,0.830507,165101501
1985-04-01,2.773139,2.779766,2.680370,2.696936,0.805759,106389188
1985-05-01,2.677057,2.902354,2.604167,2.859282,0.854263,159853532
1985-06-01,2.902354,3.061387,2.849343,2.985183,0.891878,154624433
1985-07-01,2.975244,3.107771,2.889101,2.991810,0.900537,144098323
1985-08-01,3.001749,3.121024,2.945425,3.024942,0.910509,103340763
1985-09-01,3.021628,3.024942,2.743321,2.869222,0.869687,154198108
1985-10-01,2.865909,3.087892,2.809584,3.087892,0.935968,147607027
1985-11-01,3.077953,3.485475,3.077953,3.445717,1.044429,134832324
1985-12-01,3.458969,3.651134,3.392706,3.631255,1.100666,142762752
1986-01-01,3.631255,3.770409,3.558365,3.647821,1.113833,165418417
1986-02-01,3.654448,4.108355,3.644508,3.992393,1.219044,131663177
1986-03-01,3.962574,4.691476,3.876431,4.618586,1.419151,180000289
1986-04-01,4.645091,4.850509,4.267388,4.598707,1.413044,209375309
1986-05-01,4.575514,5.314355,4.505937,5.115564,1.571858,154303746
1986-06-01,5.128817,5.612542,4.877014,5.539652,1.702167,131627333
1986-07-01,5.486641,5.698685,5.062553,5.645674,1.743440,144036073
1986-08-01,5.658927,6.189037,5.632422,6.129400,1.892818,123453562
1986-09-01,6.122774,6.129400,5.142070,5.221586,1.612477,191660124
1986-10-01,5.228212,5.844466,5.221586,5.758323,1.787138,143928549
1986-11-01,5.778202,5.937235,5.327608,5.857718,1.817985,105966634
1986-12-01,5.831213,6.864928,5.764949,6.566741,2.038038,261151329
1987-01-01,6.579994,7.660093,6.467345,7.289016,2.274037,253981124
1987-02-01,7.275763,8.296226,7.050466,8.176951,2.551056,187545887
1987-03-01,8.157072,8.687182,7.978159,8.196830,2.557257,217992382
1987-04-01,8.150445,8.786578,7.686599,7.819126,2.448572,250561079
1987-05-01,7.819126,8.481764,7.792621,8.395621,2.629102,174043037
1987-06-01,8.428753,9.170908,8.190204,9.038380,2.830383,179838057
1987-07-01,8.991995,10.072095,8.985369,10.032337,3.153258,209743156
1987-08-01,9.899809,11.079304,9.807040,10.834128,3.405271,234715320
1987-09-01,11.026293,11.821459,10.376908,10.966656,3.461034,290073616
1987-10-01,10.953403,11.119063,7.792621,9.621501,3.036507,380313329
1987-11-01,9.541985,9.807040,8.852841,9.011874,2.844111,217198211
1987-12-01,9.091391,9.091391,8.097434,8.402248,2.651716,194580275
1988-01-01,8.481764,9.038380,7.633588,7.991412,2.534569,187853370
1988-02-01,8.097434,8.813083,7.898643,8.766698,2.780462,160100655
1988-03-01,8.773325,8.826336,8.243215,8.322731,2.656195,190694289
1988-04-01,8.269720,8.866094,8.216709,8.342610,2.662541,185817946
1988-05-01,8.388995,8.508270,7.766115,8.488391,2.709067,133928740
1988-06-01,8.567907,9.045006,8.508270,8.945611,2.854987,134609731
1988-07-01,9.005248,9.005248,8.508270,8.885973,2.853359,84322080
1988-08-01,8.945611,9.263677,8.528149,8.726940,2.802293,105074994
1988-09-01,8.647424,9.382952,8.567907,9.184160,2.969904,97253351
1988-10-01,9.223919,9.482347,8.945611,9.104644,2.944191,87569830
1988-11-01,9.104644,9.462468,8.508270,8.985369,2.905620,91074762
1988-12-01,8.985369,9.343193,8.866094,9.184160,2.990942,71773118
1989-01-01,9.104644,10.396788,8.945611,10.376908,3.379376,134562570
1989-02-01,10.277513,10.555821,9.740776,10.158238,3.308164,91911697
1989-03-01,10.178117,10.575700,9.999205,10.337150,3.366428,101663755
1989-04-01,10.317271,10.953403,10.277513,10.854008,3.558746,82883386
1989-05-01,10.774491,11.589536,10.615458,11.032920,3.617408,115340156
1989-06-01,11.013041,11.490140,10.496183,10.635337,3.508445,107771917
1989-07-01,10.635337,12.384701,10.595579,12.086514,3.987169,96035366
1989-08-01,12.066635,12.185910,11.549777,11.669052,3.849452,105876086
1989-09-01,11.748569,12.126272,11.112436,12.046756,3.999397,99378696
1989-10-01,11.967239,12.663009,10.953403,12.384701,4.111588,113192173
1989-11-01,12.265426,12.841921,11.947360,12.543734,4.164385,90656610
1989-12-01,12.623251,12.643130,11.887723,12.325064,4.091790,79583443
1990-01-01,12.285305,12.722646,11.092557,11.490140,3.837572,138978004
1990-02-01,11.569656,11.669052,10.655216,10.873887,3.631752,91150847
1990-03-01,10.893766,11.510019,10.675095,11.052799,3.691505,104496498
1990-04-01,10.973282,11.947360,10.933524,11.649173,3.917249,77964911
1990-05-01,11.748569,13.577449,11.569656,13.159987,4.425288,122529228
1990-06-01,13.239504,13.875636,12.643130,13.796120,4.665416,96276196
1990-07-01,13.776240,14.491889,13.478053,14.173823,4.793144,94019433
1990-08-01,14.213581,14.312977,12.006997,12.981075,4.389793,141097690
1990-09-01,12.841921,13.159987,11.510019,12.106393,4.123901,97065343
1990-10-01,12.245547,13.120229,11.887723,12.225668,4.164531,128304753
1990-11-01,12.205789,13.736482,11.987118,13.716603,4.672401,99944614
1990-12-01,13.756361,14.293098,13.418416,14.293098,4.868781,70206778
1991-01-01,14.193702,14.631043,13.040712,14.551527,4.990787,114022818
1991-02-01,14.472010,16.618958,14.432252,16.241253,5.570320,108741529
1991-03-01,15.982824,17.334606,15.823791,16.777990,5.754405,86714034
1991-04-01,16.698473,18.408079,16.638836,17.135815,5.911082,80256888
1991-05-01,17.215330,19.541189,17.155693,18.905058,6.521390,96927632
1991-06-01,18.765903,18.885178,18.010496,18.467716,6.370528,78601887
1991-07-01,18.567112,20.495388,18.447838,20.475510,7.098191,66915637
1991-08-01,20.455629,20.634542,18.606871,20.177322,6.994819,75017726
1991-09-01,20.097805,21.191158,19.938772,20.694180,7.211013,60675425
1991-10-01,20.773697,21.827290,20.157442,21.827290,7.605851,68500216
1991-11-01,21.747774,23.298346,21.389950,23.278467,8.111520,103889079
1991-12-01,22.980280,26.558523,22.503181,26.479008,9.226773,87254176
1992-01-01,26.399490,26.995865,23.695929,24.988073,8.746701,137809066
1992-02-01,25.007952,25.584448,22.821247,25.067589,8.774531,111191334
1992-03-01,25.047710,25.127226,23.099554,23.397741,8.190025,102866650
1992-04-01,23.397741,24.769402,21.708015,23.059795,8.108941,130040869
1992-05-01,22.940521,24.451336,22.602575,24.033875,8.451473,91190462
1992-06-01,23.854961,24.510973,22.423664,23.258589,8.178848,92362337
1992-07-01,23.377863,24.749523,23.198950,24.749523,8.744159,68188747
1992-08-01,24.689884,25.465172,23.079676,23.198950,8.196330,60760315
1992-09-01,23.198950,23.795324,20.157442,21.230915,7.541027,107933101
1992-10-01,21.350191,21.469465,19.322519,20.932730,7.435114,143081975
1992-11-01,20.873093,22.244753,19.739981,21.529102,7.646941,90683440
1992-12-01,21.529102,22.781488,20.694180,20.694180,7.350384,81862424
1993-01-01,20.932730,21.052004,18.845421,19.262882,6.881407,128315653
1993-02-01,18.905058,19.561069,17.056297,18.368320,6.561837,162423441
1993-03-01,18.726145,19.561069,15.863550,16.877384,6.029218,183435423
1993-04-01,16.758110,18.010496,15.744275,17.652672,6.348289,131688116
1993-05-01,17.771948,18.785782,17.056297,18.249046,6.562760,92697488
1993-06-01,18.308683,18.666508,16.817747,16.937023,6.090928,84773559
1993-07-01,16.698473,16.877384,14.432252,14.611164,5.290854,153496786
1993-08-01,14.611164,16.102098,13.656966,15.207538,5.506810,172962131
1993-09-01,15.207538,15.863550,14.312977,14.670802,5.312451,112324011
1993-10-01,14.670802,15.684637,14.193702,15.326813,5.601565,106472190
1993-11-01,15.326813,16.937023,15.147901,16.340649,5.972098,187428513
1993-12-01,16.400286,16.996660,15.446088,16.400286,5.993897,142744311
1994-01-01,16.579199,18.129770,16.340649,17.414122,6.419836,148198520
1994-02-01,17.354485,17.533398,15.147901,15.446088,5.694307,116433429
1994-03-01,15.386450,15.505725,13.716603,14.193702,5.232605,153041954
1994-04-01,13.776240,14.909351,13.418416,14.134065,5.258842,127902948
1994-05-01,14.253340,15.386450,14.074427,14.551527,5.414168,108530671
1994-06-01,14.491889,15.207538,14.134065,14.193702,5.281031,103465477
1994-07-01,14.253340,14.491889,13.835878,14.134065,5.310142,71500011
1994-08-01,14.074427,16.519562,13.955153,16.281012,6.116742,141987443
1994-09-01,16.281012,17.235210,15.863550,16.996660,6.385612,112394647
1994-10-01,17.056297,17.771948,16.221375,16.996660,6.444554,111529627
1994-11-01,16.937023,18.129770,16.579199,17.771948,6.738519,113801273
1994-12-01,17.652672,18.845421,17.473761,18.189407,6.896805,114544722
1995-01-01,18.129770,19.262882,17.354485,19.203243,7.343405,106445149
1995-02-01,19.203243,20.395992,18.845421,20.217079,7.731102,104010437
1995-03-01,20.157442,21.529102,19.620707,20.336355,7.776710,139032501
1995-04-01,20.455629,20.932730,19.799618,20.455629,7.880968,91192557
1995-05-01,20.515266,22.542938,19.680344,22.423664,8.639194,141949712
1995-06-01,22.304390,24.451336,22.244753,23.437500,9.029798,135208347
1995-07-01,23.377863,24.749523,22.244753,24.630247,9.552896,111107286
1995-08-01,24.630247,24.988073,23.139313,23.795324,9.229067,89301547
1995-09-01,23.854961,27.612118,23.795324,26.717558,10.362464,112337637
1995-10-01,27.015743,29.281965,26.956106,27.433207,10.716017,129341438
1995-11-01,27.433207,29.878340,26.538645,29.520515,11.531364,99412023
1995-12-01,29.639790,32.084923,29.222328,31.309637,12.230237,111475342
1996-01-01,30.892176,33.575859,29.103052,33.456585,13.142776,123954298
1996-02-01,33.218033,34.052959,30.772902,31.607824,12.416521,125343526
1996-03-01,31.965649,32.919846,28.625954,29.699427,11.666839,159615221
1996-04-01,29.818703,30.772902,27.373569,28.864504,11.397833,144406854
1996-05-01,28.804867,31.190363,26.956106,30.832539,12.174954,156430351
1996-06-01,30.772902,31.548187,30.176527,30.832539,12.174954,82548655
1996-07-01,31.190363,31.906012,27.791031,30.653625,12.169888,117051120
1996-08-01,30.623808,33.337311,30.623808,31.309637,12.430330,85793891
1996-09-01,31.011450,33.814407,30.593988,33.575859,13.330053,91609871
1996-10-01,33.575859,36.438454,32.979485,35.245705,14.083655,110081080
1996-11-01,35.424618,40.195610,35.126431,39.599236,15.823263,101652227
1996-12-01,39.360687,40.016697,35.901718,37.989025,15.179841,104029720
