0.04075 	0.0403773
0.0710455 	0.0362087
0.101341 	0.032826
0.131636 	0.030004
0.161932 	0.0276147
0.192227 	0.0255666
0.222523 	0.023792
0.252818 	0.0222401
0.283114 	0.020872
0.313409 	0.0196573
0.343705 	0.0185715
0.374 	0.0175956
0.404295 	0.0167136
0.434591 	0.0159127
0.464886 	0.0151824
0.495182 	0.0145139
0.525477 	0.0138995
0.555773 	0.0133333
0.586068 	0.0128097
0.616364 	0.0123245
0.646659 	0.0118734
0.676955 	0.011453
0.70725 	0.0110607
0.737545 	0.0106934
0.767841 	0.010349
0.798136 	0.0100256
0.828432 	0.00972117
0.858727 	0.00943407
0.889023 	0.00916305
0.919318 	0.0089066
0.949614 	0.00866385
0.979909 	0.00843348
1.0102 	0.00821463
1.0405 	0.00800673
1.0708 	0.00780874
1.10109 	0.00762002
1.13139 	0.00743998
1.16168 	0.00726787
1.19198 	0.00710344
1.22227 	0.00694604
1.25257 	0.00679513
1.28286 	0.00665057
1.31316 	0.00651226
1.34345 	0.00637889
1.37375 	0.0062511
1.40405 	0.00612798
1.43434 	0.00600974
1.46464 	0.0058953
1.49493 	0.00578589
1.52523 	0.00567981
1.55552 	0.00557711
1.58582 	0.00547873
1.61611 	0.00538362
1.64641 	0.00529145
1.6767 	0.00520213
1.707 	0.00511568
1.7373 	0.00503201
1.76759 	0.00495099
1.79789 	0.00487253
1.82818 	0.00479652
1.85848 	0.00472284
1.88877 	0.00465139
1.91907 	0.00458208
1.94936 	0.00451479
1.97966 	0.00444942
2.00995 	0.00438579
2.04025 	0.0043238
2.07055 	0.0042634
2.10084 	0.00420474
2.13114 	0.00414793
2.16143 	0.00409231
2.19173 	0.00403788
2.22202 	0.00398597
2.25232 	0.00393731
2.28261 	0.00388572
2.31291 	0.00383486
2.3432 	0.00379371
2.3735 	0.00375375
2.4038 	0.00369724
2.43409 	0.00366524
2.46439 	0.00364892
2.49468 	0.00357567
2.52498 	0.00356856
2.55527 	0.00357652
2.58557 	0.0034806
2.61586 	0.00355859
2.64616 	0.00351645
2.67645 	0.00346683
2.70675 	0.00369492
2.73705 	0.00344796
2.76734 	0.00378755
2.79764 	0.00363444
2.82793 	0.00381647
2.85823 	0.00406194
2.88852 	0.00393145
2.91882 	0.00463601
2.94911 	0.00407744
2.97941 	0.00559896
3.0097 	0.00502137
3.04 	0.0064077
