0.04075 	-0.320512 	-0.050102 	2.75256e-22
0.0710455 	-0.0937617 	-2.45212e-05 	0
0.101341 	-0.0713631 	-1.05806e-05 	0
0.131636 	-0.0600499 	-6.27735e-06 	0
0.161932 	-0.0528642 	-4.24704e-06 	0
0.192227 	-0.0478075 	-3.10971e-06 	0
0.222523 	-0.0440157 	-2.39982e-06 	0
0.252818 	-0.0410345 	-1.90266e-06 	0
0.283114 	-0.0386821 	-1.47285e-06 	0
0.313409 	-0.0368232 	-1.18242e-06 	0
0.343705 	-0.0357073 	-3.68065e-07 	0
0.374 	-0.0356105 	1.17363e-07 	0
0.404295 	-0.0360133 	4.85155e-07 	0
0.434591 	-0.0369893 	8.78612e-07 	0
0.464886 	-0.0386099 	1.65834e-06 	0
0.495182 	-0.041494 	2.46018e-06 	0
0.525477 	-0.0452889 	2.75547e-06 	0
0.555773 	-0.0488524 	2.29354e-06 	0
0.586068 	-0.0521944 	2.33915e-06 	0
0.616364 	-0.0556767 	2.64879e-06 	0
0.646659 	-0.0591327 	2.46892e-06 	0
0.676955 	-0.0624292 	1.83814e-06 	0
0.70725 	-0.0649179 	1.5928e-06 	0
0.737545 	-0.0663506 	5.98376e-07 	0
0.767841 	-0.0668546 	1.9902e-07 	0
0.798136 	-0.0669895 	1.85884e-08 	0
0.828432 	-0.0669355 	-8.3595e-08 	0
0.858727 	-0.0667717 	-1.44926e-07 	0
0.889023 	-0.0665383 	-1.85135e-07 	0
0.919318 	-0.066263 	-2.0931e-07 	0
0.949614 	-0.0659607 	-2.23347e-07 	0
0.979909 	-0.0656431 	-2.33306e-07 	0
1.0102 	-0.0653129 	-2.40923e-07 	0
1.0405 	-0.0649753 	-2.43664e-07 	0
1.0708 	-0.0646353 	-2.44367e-07 	0
1.10109 	-0.0642957 	-2.42244e-07 	0
1.13139 	-0.0639624 	-2.37386e-07 	0
1.16168 	-0.0636337 	-2.32534e-07 	0
1.19198 	-0.0633133 	-2.26751e-07 	0
1.22227 	-0.0630017 	-2.20578e-07 	0
1.25257 	-0.0626981 	-2.14757e-07 	0
1.28286 	-0.0624028 	-2.095e-07 	0
1.31316 	-0.0621157 	-2.03336e-07 	0
1.34345 	-0.061836 	-1.97806e-07 	0
1.37375 	-0.0615647 	-1.92008e-07 	0
1.40405 	-0.061301 	-1.86742e-07 	0
1.43434 	-0.0610449 	-1.80557e-07 	0
1.46464 	-0.0607958 	-1.75837e-07 	0
1.49493 	-0.0605543 	-1.71138e-07 	0
1.52523 	-0.0603188 	-1.66615e-07 	0
1.55552 	-0.0600892 	-1.61936e-07 	0
1.58582 	-0.0598667 	-1.57458e-07 	0
1.61611 	-0.05965 	-1.53346e-07 	0
1.64641 	-0.0594385 	-1.50509e-07 	0
1.6767 	-0.0592321 	-1.46329e-07 	0
1.707 	-0.059031 	-1.42175e-07 	0
1.7373 	-0.058835 	-1.38383e-07 	0
1.76759 	-0.0586438 	-1.34677e-07 	0
1.79789 	-0.0584569 	-1.31377e-07 	0
1.82818 	-0.0582744 	-1.27835e-07 	0
1.85848 	-0.0580963 	-1.24539e-07 	0
1.88877 	-0.0579224 	-1.20971e-07 	0
1.91907 	-0.0577524 	-1.19952e-07 	0
1.94936 	-0.057586 	-1.17637e-07 	0
1.97966 	-0.0574232 	-1.14911e-07 	0
2.00995 	-0.057264 	-1.12226e-07 	0
2.04025 	-0.0571081 	-1.09703e-07 	0
2.07055 	-0.0569555 	-1.07388e-07 	0
2.10084 	-0.0568058 	-1.05282e-07 	0
2.13114 	-0.0566594 	-1.03232e-07 	0
2.16143 	-0.0565162 	-1.01123e-07 	0
2.19173 	-0.0563758 	-9.8886e-08 	0
2.22202 	-0.0562379 	-9.66774e-08 	0
2.25232 	-0.0561024 	-9.47079e-08 	0
2.28261 	-0.0559704 	-9.2601e-08 	0
2.31291 	-0.0558405 	-9.11029e-08 	0
2.3432 	-0.0557127 	-8.97023e-08 	0
2.3735 	-0.0555874 	-8.75115e-08 	0
2.4038 	-0.0554648 	-8.63164e-08 	0
2.43409 	-0.0553439 	-8.50779e-08 	0
2.46439 	-0.0552251 	-8.34162e-08 	0
2.49468 	-0.0551089 	-8.21621e-08 	0
2.52498 	-0.0549942 	-8.14024e-08 	0
2.55527 	-0.0548813 	-8.14167e-08 	0
2.58557 	-0.0547709 	-7.94592e-08 	0
2.61586 	-0.0546615 	-7.72823e-08 	0
2.64616 	-0.0545543 	-7.60881e-08 	0
2.67645 	-0.0544487 	-7.50678e-08 	0
2.70675 	-0.0543443 	-7.41758e-08 	0
2.73705 	-0.0542414 	-7.30457e-08 	0
2.76734 	-0.0541395 	-7.21743e-08 	0
2.79764 	-0.0540415 	-7.25129e-08 	0
2.82793 	-0.0539403 	-7.13092e-08 	0
2.85823 	-0.0538349 	-6.81222e-08 	0
2.88852 	-0.0537467 	-6.63492e-08 	0
2.91882 	-0.053668 	-6.53612e-08 	0
2.94911 	-0.0535656 	-6.83454e-08 	0
2.97941 	-0.0534575 	-7.22859e-08 	0
3.0097 	-0.0396299 	-5.42077e-08 	0
3.04 	-0.0246946 	-3.43518e-08 	0
