0.5 	31966.9
0.515152 	31149.8
0.530303 	30332.6
0.545455 	29515.4
0.560606 	28251.9
0.575758 	26797
0.590909 	25342.1
0.606061 	24078.2
0.621212 	23100.8
0.636364 	22123.4
0.651515 	21175.1
0.666667 	20489.5
0.681818 	19803.9
0.69697 	19118.3
0.712121 	18582.8
0.727273 	18084.9
0.742424 	17586.9
0.757576 	17151.2
0.772727 	16777.9
0.787879 	16404.5
0.80303 	16048.2
0.818182 	15760.1
0.833333 	15472
0.848485 	15183.9
0.863636 	14949.7
0.878788 	14721.5
0.893939 	14493.3
0.909091 	14291.1
0.924242 	14106.2
0.939394 	13921.4
0.954545 	13746.2
0.969697 	13593.5
0.984848 	13440.8
1 	13288.1
1.01515 	13156.9
1.0303 	13025.6
1.04545 	12894.4
1.06061 	12773.6
1.07576 	12657.2
1.09091 	12540.9
1.10606 	12429.8
1.12121 	12326.4
1.13636 	12223.1
1.15152 	12120.7
1.16667 	12027.6
1.18182 	11934.5
1.19697 	11841.4
1.21212 	11754.5
1.22727 	11669.1
1.24242 	11583.8
1.25758 	11501.3
1.27273 	11421.7
1.28788 	11342.2
1.30303 	11263.4
1.31818 	11188
1.33333 	11112.5
1.34848 	11037
1.36364 	10964.1
1.37879 	10891.4
1.39394 	10818.7
1.40909 	10747
1.42424 	10676
1.43939 	10604.9
1.45455 	10534.1
1.4697 	10463.6
1.48485 	10393.2
1.5 	10322.8
1.51515 	10252
1.5303 	10181.2
1.54545 	10110.4
1.56061 	10038.8
1.57576 	9966.75
1.59091 	9894.73
1.60606 	9821.86
1.62121 	9747.69
1.63636 	9673.52
1.65152 	9599.04
1.66667 	9521.78
1.68182 	9444.51
1.69697 	9367.24
1.71212 	9286.68
1.72727 	9205.3
1.74242 	9123.91
1.75758 	9039.93
1.77273 	8953.35
1.78788 	8866.78
1.80303 	8778.95
1.81818 	8686.15
1.83333 	8593.34
1.84848 	8500.53
1.86364 	8401.67
1.87879 	8302.14
1.89394 	8202.6
1.90909 	8099.41
1.92424 	7993.78
1.93939 	7888.14
1.95455 	7798.13
1.9697 	7744.58
1.98485 	7691.02
2 	7637.47
